RK,NAME,WEEK,RESULT,QBR,PAA,PLAYS,EPA,PASS,RUN,SACK,PEN,RAW,YEAR
17,Carson WentzPHI,5,L24-23at DET,41.5,0.3,41,4.3,3.5,0.4,-1,-0.6,52.9,2016
18,Joe FlaccoBAL,5,L16-10vs. WSH,41.5,1.4,51,6.5,3.4,1.1,-1.1,0.9,59.6,2016
19,Andy DaltonCIN,5,L28-14at DAL,39,-2.6,57,1.6,1.5,-0.7,-0.5,0.2,34.5,2016
20,Blaine GabbertSF,5,L33-21vs. ARI,36.8,-1.6,51,2.6,-2.9,2.9,-2.3,0.4,38.9,2016
21,Charlie WhitehurstCLE,5,L33-13vs. NE,32.5,-2,30,0.5,0.4,-0.6,-0.4,0.3,27.9,2016
22,Drew StantonARI,5,W33-21at SF,26.8,-2.3,32,0.9,0.4,0,-0.4,0,26.6,2016
23,Case KeenumLAR,5,L30-19vs. BUF,24.6,-2.3,40,1.6,0,0,-2,-0.4,30.7,2016
24,Eli ManningNYG,5,L23-16at GB,17.1,-4.5,41,-0.3,-0.2,-0.8,-0.9,-0.2,17.5,2016
25,Brock OsweilerHOU,5,L31-13at MIN,14.7,-7.8,50,-1.5,-3.8,0,-1.2,1.1,9.8,2016
26,Ryan TannehillMIA,5,L30-17vs. TEN,13.4,-3.4,26,-0.7,-2.8,0,-2,0,13.4,2016
27,Derek AndersonCAR,5,L17-14vs. TB,8.4,-5.1,32,-1.9,0,-1.7,0,-0.2,9.4,2016
28,Paxton LynchDEN,5,L23-16vs. ATL,8.4,-7.9,49,-1.8,-2.9,-0.3,-1.4,0.2,9.3,2016
1,Andy DaltonCIN,6,L35-17at NE,90.5,4.9,39,8.3,6,1.6,-1,-0.4,85.4,2016
2,Marcus MariotaTEN,6,W28-26vs. CLE,88.1,5.9,34,9.1,5.6,2.6,-0.8,0,92,2016
3,Drew BreesNO,6,W41-38vs. CAR,87.8,6.7,53,10.7,10.4,0,-0.3,0,85.5,2016
4,Alex SmithKC,6,W26-10at OAK,85.5,3.1,25,4.7,5.4,-0.9,-0.3,0,84.9,2016
5,Eli ManningNYG,6,W27-23vs. BAL,82.4,6.1,50,11,10.3,0,-0.5,0.3,84.8,2016
6,Matthew StaffordDET,6,W31-28vs. LAR,81.8,4.9,42,9.2,7.9,0.2,-0.3,0.8,84.1,2016
7,Case KeenumLAR,6,L31-28at DET,77.4,4.9,41,9,8.2,0.6,-0.3,0,84.4,2016
8,Tom BradyNE,6,W35-17vs. CIN,76.7,4.4,43,8.1,7,-0.3,-1.2,0.2,80.7,2016
9,Philip RiversSD,6,W21-13vs. DEN,76.6,2.3,34,5.1,3.4,0,-0.8,0.9,72.6,2016
10,Ryan TannehillMIA,6,W30-15vs. PIT,73,2,34,4.7,4.8,0,0,-0.1,69.8,2016
11,Cody KesslerCLE,6,L28-26at TEN,69,2,54,5.7,3.1,0,-2.1,0.5,62.7,2016
12,Cam NewtonCAR,6,L41-38at NO,68.5,4.5,55,8.4,4.7,0.5,-1.3,1.9,75.9,2016
13,Andrew LuckIND,6,L26-23at HOU,68.2,1.1,46,5.4,0.3,3,-2.4,-0.2,58.3,2016
14,Tyrod TaylorBUF,6,W45-16vs. SF,67.8,2.6,37,6.1,3.4,2,-0.6,0.2,73.3,2016
15,Carson PalmerARI,6,W28-3vs. NYJ,66.1,2.7,40,5.5,4,0,0,1.5,72.1,2016
16,Colin KaepernickSF,6,L45-16at BUF,64.4,1.8,40,4.6,-0.3,4.5,-0.5,-0.1,65,2016
17,Dak PrescottDAL,6,W30-16at GB,64.4,1.5,34,4.5,2.4,0.3,-1.1,0.8,65,2016
18,Matt RyanATL,6,L26-24at SEA,63.9,1.5,50,6.4,3.7,0.7,-2,-0.1,60.5,2016
19,Joe FlaccoBAL,6,L27-23at NYG,62.6,0.4,59,6.2,4.4,-0.2,-0.7,1.3,52.4,2016
20,Russell WilsonSEA,6,W26-24vs. ATL,62,1.8,43,6.1,4.3,0.7,-0.6,0.7,64.6,2016
21,Kirk CousinsWSH,6,W27-20vs. PHI,47.3,-0.4,44,3.9,1.9,1,0,1,46.9,2016
22,Brian HoyerCHI,6,L17-16vs. JAX,44.1,-0.2,54,5.1,4.9,0,-0.6,-0.4,48.5,2016
23,Blake BortlesJAX,6,W17-16at CHI,36.1,-0.8,41,3.3,2.5,-0.2,-0.6,0.4,43.3,2016
24,Derek CarrOAK,6,L26-10vs. KC,32.7,-2.4,40,1.3,2.4,-1.6,-0.4,0.1,30.3,2016
25,Brock OsweilerHOU,6,W26-23vs. IND,31.1,-1.6,43,2.4,2.1,-0.3,-0.6,0,37,2016
26,Aaron RodgersGB,6,L30-16vs. DAL,28.4,-2.9,48,1.7,3.5,-2.1,-0.1,0.3,30,2016
27,Trevor SiemianDEN,6,L21-13at SD,21.9,-5.9,57,-0.1,0.7,-1,-0.5,-0.2,18.8,2016
28,Ryan FitzpatrickNYJ,6,L28-3at ARI,21,-4.1,38,-0.2,0,-0.2,0,0.1,18,2016
29,Carson WentzPHI,6,L27-20 at WSH,18,-2.3,31,0.8,-0.16,0.2,-2,0.1,25.8,2016
30,Ben RoethlisbergerPIT,6,L30-15 at MIA,4.1,-9,37,-3.3,-4.7,0,-1.4,0,3.1,2016
1,Tom BradyNE,7,W27-16at PIT,94.2,5.5,33,8.4,7.4,1.3,0,-0.3,91.3,2016
2,Andrew LuckIND,7,W34-26at TEN,87.9,5.9,49,10.6,8.5,1.2,-1,0,84.6,2016
3,Drew BreesNO,7,L27-21at KC,82.2,4.4,55,8.7,8.5,0,-0.5,-0.3,75.8,2016
4,Andy DaltonCIN,7,W31-17vs. CLE,82.1,4.3,31,6.3,5.6,0,-0.7,0,87.8,2016
5,Matthew StaffordDET,7,W20-17vs. WSH,71.2,4.1,35,7.4,4.3,2.1,-1.2,-0.1,83.7,2016
6,Alex SmithKC,7,W27-21vs. NO,70.4,3.1,29,5.5,4.6,0.9,0,0.1,82,2016
7,Derek CarrOAK,7,W33-16at JAX,70.3,2.3,44,5.9,5.6,0,0,0.3,67.7,2016
8,Philip RiversSD,7,W33-30at ATL,68.9,2.3,51,7.1,5.6,0,-1.6,-0.1,65.2,2016
9,Kevin HoganCLE,7,L31-17at CIN,68.6,1.8,34,3.9,-1.6,5,-0.7,-0.2,67.8,2016
10,Trevor SiemianDEN,7,W27-9vs. HOU,65.9,1,28,3.6,3.6,0,0,0,62.4,2016
11,Tyrod TaylorBUF,7,L28-25at MIA,62.7,0.7,45,4.1,0.7,1.1,-2.1,0.1,55.5,2016
12,Aaron RodgersGB,7,W26-10vs. CHI,62.2,5,66,10.6,7.7,0.7,-0.9,1.3,74.6,2016
13,Kirk CousinsWSH,7,L20-17at DET,61.8,3.1,47,7.5,7.6,-1,-1,-0.1,71.9,2016
14,Ryan TannehillMIA,7,W28-25vs. BUF,60.3,1.7,34,5.2,4.3,0.4,-0.4,0.1,67.4,2016
15,Carson PalmerARI,7,T6-6vs. SEA,57.7,1.8,57,7.5,4.7,0.6,-1.9,0.3,60.9,2016
16,Jameis WinstonTB,7,W34-17at SF,55,0.5,33,3.5,6.6,0,-0.7,-3.9,54.8,2016
17,Matt RyanATL,7,L33-30vs. SD,47.6,0,46,4.5,4.1,0.1,-1,-0.6,49.8,2016
18,Landry JonesPIT,7,L27-16vs. NE,45.2,-1.5,50,2.8,3.2,0,0,-0.5,39.9,2016
19,Eli ManningNYG,7,W17-10at LAR,44.5,-0.5,38,3.2,3,0,0,0.3,45,2016
20,Marcus MariotaTEN,7,L34-26vs. IND,44.3,0.2,47,4.5,1.6,0.8,-1.1,1,51.6,2016
21,Brock OsweilerHOU,7,L27-9at DEN,42.2,-2.5,45,1.5,-1.4,1.8,-0.4,0.7,31.3,2016
22,Colin KaepernickSF,7,L34-17vs. TB,41.3,-0.8,48,3.3,-4.5,6.4,-1.2,0.2,44.3,2016
23,Case KeenumLAR,7,L17-10vs. NYG,27,-5.6,62,0.7,0.3,-1.4,-1.5,0.3,21.8,2016
24,Blake BortlesJAX,7,L33-16vs. OAK,25.4,-3.2,53,1.5,-1.2,1.2,-0.6,0.8,30,2016
25,Joe FlaccoBAL,7,L24-16at NYJ,25,-4,47,0.8,0.2,-0.2,-0.9,-0.1,23.3,2016
26,Russell WilsonSEA,7,T6-6at ARI,21.9,-4.6,45,-0.1,0.4,-0.8,-0.8,-0.5,18.8,2016
27,Carson WentzPHI,7,W21-10vs. MIN,11.6,-5.9,38,-1.8,0.9,-2.9,0,0.2,9.9,2016
28,Sam BradfordMIN,7,L21-10at PHI,8,-9.5,49,-3.2,-4.9,0,-2,-0.2,6.1,2016
1,Tom BradyNE,8,W41-25at BUF,93.7,8.5,44,9.5,6.8,1.1,-1.2,0.4,93.9,2016
2,Aaron RodgersGB,8,L33-32at ATL,88.8,6.7,50,11.7,7,2.5,-1.8,0.4,87.1,2016
3,Drew BreesNO,8,W25-20vs. SEA,85.5,5.7,42,9.6,7,1.4,-0.7,0.5,87.1,2016
4,Matt RyanATL,8,W33-32vs. GB,75.6,4.2,41,8.3,6.8,-0.3,-0.9,0.8,80.8,2016
5,Marcus MariotaTEN,8,W36-22vs. JAX,74.9,2.5,28,3.6,4.6,-0.7,0,-0.3,77.7,2016
6,Kirk CousinsWSH,8,T27-27at CIN,74.8,5.2,62,11.4,11,0.1,-0.6,-0.3,76.7,2016
7,Nick FolesKC,8,W30-14at IND,73.5,1.8,26,3.7,2,0,-1.5,0.2,73.1,2016
8,Derek CarrOAK,8,W30-24at TB,70.6,3.4,67,10.2,7.2,1.3,-1,0.6,67.2,2016
9,Cam NewtonCAR,8,W30-20vs. ARI,67.9,2.2,37,3.4,2,1.3,-0.3,-0.2,69.8,2016
10,Alex SmithKC,8,W30-14at IND,67.5,1.2,24,3.6,3.2,0.4,-0.2,-0.1,67.1,2016
11,Dak PrescottDAL,8,W29-23vs. PHI,63.8,1.9,49,6.8,3.5,2.7,-0.4,0.1,63.4,2016
12,Tyrod TaylorBUF,8,L41-25vs. NE,60.8,0.7,47,4,1.5,1.1,-0.2,1.2,55.4,2016
13,Blake BortlesJAX,8,L36-22at TEN,60.6,0.7,65,2.9,1.8,0.6,-0.5,0,53.8,2016
14,Matthew StaffordDET,8,L20-13at HOU,48.7,-1.6,48,2.9,2,0,-0.3,0.6,38.2,2016
15,Carson WentzPHI,8,L29-23at DAL,48,-1,51,4.1,5.6,-2.6,-0.7,0.5,43.1,2016
16,Jameis WinstonTB,8,L30-24vs. OAK,46.9,0.3,42,4.6,2.2,0.8,-0.9,0.6,52.6,2016
17,Jay CutlerCHI,8,W20-10vs. MIN,43.7,-1.1,34,2,1.9,0,-0.2,-0.1,39.2,2016
18,Carson PalmerARI,8,L30-20at CAR,40.1,-3.6,59,1.3,-0.7,0,-2.2,-0.3,29.5,2016
19,Andy DaltonCIN,8,T27-27vs. WSH,39.1,0.6,54,6.1,4,0.3,-1.4,0.4,53.8,2016
20,Philip RiversSD,8,L27-19at DEN,36.7,-4.2,57,1.6,0.2,0,-1.3,0,26.2,2016
21,Ryan FitzpatrickNYJ,8,W31-28at CLE,35.5,-1.3,42,2.8,2.5,0,-0.5,-0.1,39.4,2016
22,Brock OsweilerHOU,8,W20-13vs. DET,34,0.2,33,3.1,1.1,0,-1.6,0.3,51.8,2016
23,Trevor SiemianDEN,8,W27-19vs. SD,31.9,-2,42,2.2,2.9,-1.7,-0.8,0.3,33.9,2016
24,Josh McCownCLE,8,L31-28vs. NYJ,31.8,-2.3,56,2.8,3.9,-1.9,-0.1,0.5,36,2016
25,Russell WilsonSEA,8,L25-20at NO,25.1,-2,39,2,1.1,0.6,-0.5,-0.3,32.7,2016
26,Andrew LuckIND,8,L30-14vs. KC,17.6,-6.2,53,-0.6,-2.2,-0.4,-2,0.1,16,2016
27,Sam BradfordMIN,8,L20-10at CHI,13.3,-4.8,43,-0.3,-2.2,0,-2,-0.1,17.2,2016
1,Dak PrescottDAL,9,W35-10at CLE,95.8,7.9,34,8.5,6.9,1.2,0,0.4,96.4,2016
2,Russell WilsonSEA,9,W31-25vs. BUF,89.5,6.2,36,9.7,4.7,1.1,-2.3,1.6,92,2016
3,Philip RiversSD,9,W43-35vs. TEN,83.1,4.7,42,8.6,7.4,0,-0.5,0.6,83.1,2016
4,Matthew StaffordDET,9,W22-16at MIN,82.5,3.1,40,7,5.8,0,-0.5,0.7,74.8,2016
5,Matt RyanATL,9,W43-28at TB,81.8,4.2,40,7.2,6.1,0,-0.6,0.5,81.5,2016
6,Drew BreesNO,9,W41-23at SF,80.3,4.2,43,7.6,7.2,0,-0.2,0.2,80.2,2016
7,Marcus MariotaTEN,9,L43-35at SD,69.3,2.2,50,6.2,6.3,-0.5,0,0.5,65.1,2016
8,Andrew LuckIND,9,W31-26at GB,66.7,2.3,45,6.2,5.4,-0.7,-1,0.4,67.4,2016
9,Jameis WinstonTB,9,L43-28vs. ATL,65.6,2.5,47,5.3,5.3,-1,-0.5,0.5,68.1,2016
10,Tyrod TaylorBUF,9,L31-25at SEA,65.6,2,57,7.6,4.2,1.8,-1.7,-0.1,62.4,2016
11,Blake BortlesJAX,9,L19-14at KC,64.6,0.8,51,5.6,3.5,1.7,-0.6,-0.1,55.3,2016
12,Derek CarrOAK,9,W30-20vs. DEN,60.9,0.7,44,4.5,2.5,0.1,-0.9,1,55.7,2016
13,Cody KesslerCLE,9,L35-10vs. DAL,57.5,0.9,34,3.2,1.3,0.7,-1.1,0,59.5,2016
14,Cam NewtonCAR,9,W13-10at LAR,57.3,0.6,48,5.2,0.7,0.1,-3.3,1,54.4,2016
15,Sam BradfordMIN,9,L22-16vs. DET,55.6,3.2,47,8,6.2,0,-1.3,0.4,72.3,2016
16,Trevor SiemianDEN,9,L30-20at OAK,47.8,-0.4,44,3.3,1.5,0,-0.9,0.9,46.6,2016
17,Eli ManningNYG,9,W28-23vs. PHI,45.7,-0.6,43,3.6,3,0,-0.7,-0.1,45.3,2016
18,Ryan TannehillMIA,9,W27-23vs. NYJ,41.8,-0.3,33,3,2.5,-0.3,-0.3,0.5,46.3,2016
19,Joe FlaccoBAL,9,W21-14vs. PIT,41.6,-1.3,37,2.2,-0.5,1.5,-1.3,-0.2,37.7,2016
20,Aaron RodgersGB,9,L31-26vs. IND,37.7,-0.9,53,3.7,1.5,0.8,-1.2,0.1,43.9,2016
21,Case KeenumLAR,9,L13-10vs. CAR,34,-3.1,52,1.7,0,0,-2,-0.3,29.8,2016
22,Ryan FitzpatrickNYJ,9,L27-23at MIA,32.2,-2.9,39,1.1,-3.4,2.1,-1.4,1,26,2016
23,Carson WentzPHI,9,L28-23at NYG,25.4,-5.7,54,-0.2,1.7,-2.4,-0.3,0.2,18.3,2016
24,Colin KaepernickSF,9,L41-23vs. NO,23,-1.9,47,2.2,2,-0.3,-0.4,0,36.4,2016
25,Ben RoethlisbergerPIT,9,L21-14at BAL,12.9,-7.8,55,-1.4,-2.5,0.5,-0.7,-0.2,11.8,2016
26,Nick FolesKC,9,W19-14vs. JAX,12.5,-4.9,39,-0.9,-1.7,0,-1,-0.2,14.3,2016
1,Marcus MariotaTEN,10,W47-25vs. GB,93.6,7.4,35,6.4,6.2,-0.4,-0.4,0.2,95.3,2016
2,Ryan TannehillMIA,10,W31-24at SD,93.2,4.8,28,7.6,5.3,1.6,-0.8,-0.1,91.9,2016
3,Russell WilsonSEA,10,W31-24at NE,91.8,6.7,49,11.3,8.6,0.1,-1.8,0.7,87.3,2016
4,Kirk CousinsWSH,10,W26-20vs. MIN,86.9,4.3,36,7.7,7.5,0,-0.5,-0.2,84.7,2016
5,Cam NewtonCAR,10,L20-17vs. KC,83.5,5.9,55,10.2,5.9,2.2,-0.7,1.4,81.9,2016
6,Drew BreesNO,10,L25-23vs. DEN,74.9,2.1,33,5.3,4.5,0.2,-0.7,-0.1,70.7,2016
7,Colin KaepernickSF,10,L23-20at ARI,74.8,2.8,44,7.1,3.9,1.7,-1.6,-0.1,71.1,2016
8,Dak PrescottDAL,10,W35-30at PIT,74,1.7,39,5.5,4.1,0,-1.5,0,64.8,2016
9,Sam BradfordMIN,10,L26-20at WSH,71.4,4.2,43,8.3,6.9,0,-1.4,0,79.8,2016
10,Ben RoethlisbergerPIT,10,L35-30vs. DAL,71,3.9,57,9.4,7.5,-0.2,-0.7,1.4,72.6,2016
11,Jameis WinstonTB,10,W36-10vs. CHI,70.9,4.4,42,6.6,5.7,0,-1.3,-0.4,81.3,2016
12,Carson PalmerARI,10,W23-20vs. SF,69.7,4.4,57,10,6.1,1.6,-0.8,1.6,75.1,2016
13,Brock OsweilerHOU,10,W24-21at JAX,69,1.5,31,4.4,2.7,1.3,-0.4,0,66.3,2016
14,Trevor SiemianDEN,10,W25-23at NO,63.4,3.3,51,8.2,5.7,-0.2,-2.6,0.1,71.6,2016
15,Case KeenumLAR,10,W9-6at NYJ,58.2,0.6,35,4.1,1.9,0.8,-1.5,-0.1,55.9,2016
16,Matt RyanATL,10,L24-15at PHI,56.8,-0.1,38,3.6,2.8,0,-0.8,0,49.5,2016
17,Tom BradyNE,10,L31-24vs. SEA,56.1,1.3,43,5.6,4.9,-0.3,-1.1,-0.1,60.4,2016
18,Aaron RodgersGB,10,L47-25at TEN,56,0,63,3.7,0.7,1.5,-1.6,-0.2,49.7,2016
19,Carson WentzPHI,10,W24-15vs. ATL,55.9,1.2,48,6,3.8,1.3,-0.6,0.2,58.6,2016
20,Blake BortlesJAX,10,L24-21vs. HOU,51.4,-0.4,57,4.8,5.5,-2.7,-1,1,47.6,2016
21,Eli ManningNYG,10,W21-20vs. CIN,49.8,0.8,48,5.6,3.5,0.4,-1.3,0.4,55.7,2016
22,Cody KesslerCLE,10,L28-7at BAL,46,-0.4,22,1.8,0.5,-0.1,-0.7,0.7,43.4,2016
23,Joe FlaccoBAL,10,W28-7vs. CLE,41.5,0.3,45,4.5,3.2,-0.1,-1.5,-0.1,52.6,2016
24,Philip RiversSD,10,L31-24vs. MIA,37.1,-2.3,58,3.6,0.1,0,-1.2,2.3,36.6,2016
25,Alex SmithKC,10,W20-17at CAR,36.8,-3.7,52,1.4,1.6,-0.3,-0.4,-0.3,26.7,2016
26,Andy DaltonCIN,10,L21-20at NYG,27.8,-3.4,35,0.2,-2.7,1.5,-1.2,0.2,20.2,2016
27,Bryce PettyNYJ,10,L9-6vs. LAR,17.8,-3.3,34,0.2,-0.3,0,-0.3,0.2,20.2,2016
28,Jay CutlerCHI,10,L36-10at TB,3.7,-9.2,38,-3.7,-5.6,0.1,-2,-0.2,3.2,2016
1,Dak PrescottDAL,11,W27-17vs. BAL,92.9,8.5,44,12.8,10.9,0.6,-0.5,0.8,94,2016
2,Kirk CousinsWSH,11,W42-24vs. GB,92.8,7.5,37,11.2,10.1,0.2,-1.3,-0.3,94.6,2016
3,Alex SmithKC,11,L19-17vs. TB,92.4,6.3,34,9.2,5.8,3.3,0,0.1,93.2,2016
4,Jameis WinstonTB,11,W19-17at KC,82.4,4.1,50,9.2,9.3,-0.3,-0.5,-0.3,76,2016
5,Andrew LuckIND,11,W24-17vs. TEN,81.2,3.9,38,6.3,3.5,1.2,-0.8,0.8,81.2,2016
6,Aaron RodgersGB,11,L42-24at WSH,79.8,6.3,49,10.7,6.8,3.7,-0.7,-0.6,86.2,2016
7,Brock OsweilerHOU,11,L27-20at OAK,77.4,4.4,47,9.1,7.6,0.7,-0.4,0.4,78.9,2016
8,Derek CarrOAK,11,W27-20vs. HOU,75,2.1,36,5.7,3.9,0,0,1.8,69.2,2016
9,Marcus MariotaTEN,11,L24-17at IND,73.5,3.8,53,7.6,3.3,1.3,-2.1,0.9,73.2,2016
10,Tom BradyNE,11,W30-17at SF,70.7,3,49,7.1,4.8,1.2,-0.4,0.7,70.6,2016
11,Eli ManningNYG,11,W22-16vs. CHI,69.9,3.9,39,7.8,7.1,0.8,0,-0.1,80.5,2016
12,Russell WilsonSEA,11,W26-15vs. PHI,65.5,1.9,42,5.1,5.1,-0.4,-0.5,0,65.1,2016
13,Drew BreesNO,11,L23-20at CAR,60.4,-0.2,52,4.2,2.6,0.3,-1.2,0.1,48.8,2016
14,Joe FlaccoBAL,11,L27-17at DAL,55.6,0.1,40,3.3,2.9,0.5,-0.2,-0.3,50.8,2016
15,Sam BradfordMIN,11,W30-24vs. ARI,54.6,0.7,35,3.8,2.9,0,-0.4,0.6,56.8,2016
16,Matthew StaffordDET,11,W26-19vs. JAX,53.2,0.8,40,4.8,3,-0.3,-1.5,0.6,57,2016
17,Jay CutlerCHI,11,L22-16at NYG,51.8,-0.9,38,2.9,1.4,-0.1,-1.8,-0.3,41.4,2016
18,Jared GoffLAR,11,L14-10vs. MIA,48.2,-0.3,40,3.4,3.8,-1.3,-0.5,0.3,47.6,2016
19,Ryan TannehillMIA,11,W14-10at LAR,45.7,-0.8,41,3.1,0.5,1.1,-1.6,-0.1,42.8,2016
20,Ben RoethlisbergerPIT,11,W24-9at CLE,44.2,-0.2,42,3.8,4.2,0,0,-0.4,48.5,2016
21,Tyrod TaylorBUF,11,W16-12at CIN,38.5,-1.4,40,2.6,1.5,0.1,-1,0,37.6,2016
22,Colin KaepernickSF,11,L30-17vs. NE,31.9,-2.9,42,1,-2.3,0.8,-2.4,0.1,27.3,2016
23,Carson PalmerARI,11,L30-24at MIN,29.1,-4.4,46,0.3,-2.2,0.2,-2.1,0.2,20.6,2016
24,Carson WentzPHI,11,L26-15at SEA,28.5,-4,53,0.9,-0.5,0.1,-1.1,0.2,25.7,2016
25,Cam NewtonCAR,11,W23-20vs. NO,28.4,-0.8,40,2.8,1.5,-0.4,-1.7,0,43.2,2016
26,Blake BortlesJAX,11,L26-19at DET,24.9,-1.9,41,2.2,2.9,-0.9,0,0.1,34.4,2016
27,Josh McCownCLE,11,L24-9vs. PIT,23.3,-3.4,36,0.1,-2.3,0.1,-2.5,-0.2,20.6,2016
28,Andy DaltonCIN,11,L16-12vs. BUF,20.1,-4,53,1.3,1.1,-0.3,-0.2,0.4,25.5,2016
29,Cody KesslerCLE,11,L24-9vs. PIT,11.2,-3.2,20,-1.1,-2.2,-1,-2.2,-0.1,9.7,2016
1,Marcus MariotaTEN,12,W27-21at CHI,98,8,27,9.1,7,1.8,0,0.3,98.5,2016
2,Ben RoethlisbergerPIT,12,W28-7at IND,95.6,4.3,20,5.2,5.2,0,0,0,95.6,2016
3,Dak PrescottDAL,12,W31-26vs. WSH,93.9,7.3,30,10,6.5,3.1,-0.4,0,97,2016
4,Aaron RodgersGB,12,W27-13at PHI,93,7.6,47,11.4,9.4,1.6,0,0.3,90.8,2016
5,Matt RyanATL,12,W38-19vs. ARI,87.8,6,41,9.4,5.4,1.7,-1.5,0.7,88.7,2016
6,Kirk CousinsWSH,12,L31-26at DAL,87.2,7.1,58,11.2,11.2,0.1,0,-0.1,84.9,2016
7,Drew BreesNO,12,W49-21vs. LAR,86.9,5.9,41,8.6,5.8,1.1,-1,0.7,88.6,2016
8,Philip RiversSD,12,W21-13at HOU,85.3,3.4,36,6.7,5.9,0,-0.6,0.2,79.1,2016
9,Blake BortlesJAX,12,L28-21at BUF,84,4.6,39,8.5,1.3,5.7,-0.9,0.5,84.3,2016
10,Trevor SiemianDEN,12,L30-27vs. KC,82.6,5.1,50,10.2,5.3,1.8,-2.9,0.3,81,2016
11,Colin KaepernickSF,12,L31-24at MIA,81.9,5.2,61,9.1,1.8,6.5,-1,-0.1,77.1,2016
12,Matthew StaffordDET,12,W16-13vs. MIN,80.2,3.8,44,8.2,3.6,3.4,-1.1,0.1,77.1,2016
13,Tyrod TaylorBUF,12,W28-21vs. JAX,78.7,3.3,32,6.4,0.2,2.6,-2.4,1.2,81.2,2016
14,Jameis WinstonTB,12,W14-5vs. SEA,78.6,3.4,33,6.3,5.2,1.2,0,-0.1,80.8,2016
15,Tom BradyNE,12,W22-17at NYJ,74.9,3.7,53,9.1,8.8,-0.6,0,0.9,73.1,2016
16,Ryan FitzpatrickNYJ,12,L22-17vs. NE,63.4,0.8,36,4.5,4,0.4,-0.1,-0.1,58.2,2016
17,Ryan TannehillMIA,12,W31-24vs. SF,62.1,2.1,39,5.8,3.6,1.3,-0.8,0,68.2,2016
18,Alex SmithKC,12,W30-27at DEN,59.2,-0.5,56,5,2.5,-0.2,-1.9,0.7,47.1,2016
19,Carson WentzPHI,12,L27-13vs. GB,54,1.6,47,5.7,2.9,1.7,-0.6,0.4,61.5,2016
20,Carson PalmerARI,12,L38-19at ATL,50.3,-0.4,51,3.4,2.8,0,-0.5,0,47,2016
21,Joe FlaccoBAL,12,W19-14vs. CIN,50.2,0.7,39,4.4,1.6,1.5,-1.3,0,56.1,2016
22,Russell WilsonSEA,12,L14-5at TB,49.6,-0.6,48,3.7,-4.3,4.6,-2.5,0.9,45.7,2016
23,Eli ManningNYG,12,W27-13at CLE,48,0.2,31,3.2,2.8,0,-0.5,-0.2,52.3,2016
24,Cam NewtonCAR,12,L35-32at OAK,47.9,-0.3,40,3.7,1.9,0.1,-1.2,0.5,47.4,2016
25,Brock OsweilerHOU,12,L21-13vs. SD,44.5,-0.4,45,3.3,2.9,-0.2,-0.2,0.3,46.7,2016
26,Derek CarrOAK,12,W35-32vs. CAR,43.5,-1.5,45,3,5.6,-3.3,-0.3,0.3,38.8,2016
27,Matt BarkleyCHI,12,L27-21vs. TEN,33.7,-2.6,57,2.4,0.9,0,0,1.5,34.2,2016
28,Josh McCownCLE,12,L27-13vs. NYG,30.1,-3.8,55,1.5,-0.8,0,-2.1,0.2,27.2,2016
29,Andy DaltonCIN,12,L19-14at BAL,26.5,-4.5,57,1.2,1.1,-1,-1.2,-0.1,24.5,2016
30,Sam BradfordMIN,12,L16-13at DET,25,-1.9,41,2.3,1.7,0,0,0.6,34.5,2016
31,Scott TolzienIND,12,L28-7vs. PIT,24.9,-3.7,42,0.4,0.8,-2.2,-1.8,0,22.1,2016
32,Jared GoffLAR,12,L49-21at NO,21.8,-2.4,38,1.1,0.1,0,-1.1,-0.1,28.8,2016
1,Andrew LuckIND,13,W41-10at NYJ,98.4,10,35,8.6,7.1,1.1,-0.3,0.2,98.2,2016
2,Andy DaltonCIN,13,W32-14vs. PHI,96.9,8.5,35,8,7.8,0.1,0,0.1,96.9,2016
3,Joe FlaccoBAL,13,W38-6vs. MIA,93,8.7,48,9.1,9.3,0,0,-0.2,92.9,2016
4,Alex SmithKC,13,W29-28at ATL,90.6,4.2,28,6.8,6,0,-0.8,0.1,89.1,2016
5,Aaron RodgersGB,13,W21-13vs. HOU,82.9,3.5,35,7,6.5,-0.2,-0.5,0.2,80.7,2016
6,Jameis WinstonTB,13,W28-21at SD,79.1,2.8,35,6.3,6,-0.6,-0.4,0.6,75.8,2016
7,Matthew StaffordDET,13,W28-13at NO,75.5,5.5,52,9.7,7.7,1.1,-0.6,0.3,81.7,2016
8,Ben RoethlisbergerPIT,13,W24-14vs. NYG,69.6,1.9,40,5.3,4.8,0,-0.6,-0.1,66.5,2016
9,Matt RyanATL,13,L29-28vs. KC,68.4,2.2,48,7,2.8,1.5,-1,1.7,65.9,2016
10,Kirk CousinsWSH,13,L31-23at ARI,67.7,1.7,44,6,4.7,0.4,-1.3,-0.5,63.4,2016
11,Carson PalmerARI,13,W31-23vs. WSH,64.8,4.8,51,10,8.6,0,-1.2,0.2,79.3,2016
12,Russell WilsonSEA,13,W40-7vs. CAR,64.2,1.2,44,4,0.4,2.1,-1.6,-0.1,59.6,2016
13,Dak PrescottDAL,13,W17-15at MIN,62.5,0.1,28,2.9,0,2.3,-0.9,-0.2,51.2,2016
14,Derek CarrOAK,13,W38-24vs. BUF,61.1,2.2,41,6.1,5.2,-0.3,0,1.3,68,2016
15,Brock OsweilerHOU,13,L21-13at GB,60.8,1.4,42,4.9,1.6,2.2,-0.8,0.4,61.5,2016
