,Year,Week,Attendance,Team
8199,2015,6,69020.0,Carolina Panthers
8200,2015,7,74194.0,Carolina Panthers
8201,2015,8,74136.0,Carolina Panthers
8202,2015,9,74461.0,Carolina Panthers
8203,2015,10,63591.0,Carolina Panthers
8204,2015,11,74418.0,Carolina Panthers
8205,2015,12,90909.0,Carolina Panthers
8206,2015,13,73097.0,Carolina Panthers
8207,2015,14,74420.0,Carolina Panthers
8208,2015,15,79436.0,Carolina Panthers
8209,2015,16,70981.0,Carolina Panthers
8210,2015,17,74169.0,Carolina Panthers
8211,2015,1,62442.0,Chicago Bears
8212,2015,2,62351.0,Chicago Bears
8213,2015,3,69002.0,Chicago Bears
8214,2015,4,62409.0,Chicago Bears
8215,2015,5,75799.0,Chicago Bears
8216,2015,6,57648.0,Chicago Bears
8217,2015,7,67582.63539030563,Chicago Bears
8218,2015,8,62311.0,Chicago Bears
8219,2015,9,68033.0,Chicago Bears
8220,2015,10,58653.0,Chicago Bears
8221,2015,11,62483.0,Chicago Bears
8222,2015,12,78488.0,Chicago Bears
8223,2015,13,62088.0,Chicago Bears
8224,2015,14,61026.0,Chicago Bears
8225,2015,15,52421.0,Chicago Bears
8226,2015,16,63734.0,Chicago Bears
8227,2015,17,61177.0,Chicago Bears
8228,2015,1,54500.0,Cincinnati Bengals
8229,2015,2,57579.0,Cincinnati Bengals
8230,2015,3,70970.0,Cincinnati Bengals
8231,2015,4,57498.0,Cincinnati Bengals
8232,2015,5,65004.0,Cincinnati Bengals
8233,2015,6,69593.0,Cincinnati Bengals
8234,2015,7,67582.63539030563,Cincinnati Bengals
8235,2015,8,64750.0,Cincinnati Bengals
8236,2015,9,65816.0,Cincinnati Bengals
8237,2015,10,61381.0,Cincinnati Bengals
8238,2015,11,64745.0,Cincinnati Bengals
8239,2015,12,61022.0,Cincinnati Bengals
8240,2015,13,64775.0,Cincinnati Bengals
8241,2015,14,65564.0,Cincinnati Bengals
8242,2015,15,70799.0,Cincinnati Bengals
8243,2015,16,76868.0,Cincinnati Bengals
8244,2015,17,57254.0,Cincinnati Bengals
8245,2015,1,78160.0,Cleveland Browns
8246,2015,2,67431.0,Cleveland Browns
8247,2015,3,67431.0,Cleveland Browns
8248,2015,4,63710.0,Cleveland Browns
8249,2015,5,71046.0,Cleveland Browns
8250,2015,6,67431.0,Cleveland Browns
8251,2015,7,51523.0,Cleveland Browns
8252,2015,8,67431.0,Cleveland Browns
8253,2015,9,65816.0,Cleveland Browns
8254,2015,10,64402.0,Cleveland Browns
8255,2015,11,67582.63539030563,Cleveland Browns
8256,2015,12,64380.0,Cleveland Browns
8257,2015,13,64775.0,Cleveland Browns
8258,2015,14,63916.0,Cleveland Browns
8259,2015,15,69002.0,Cleveland Browns
8260,2015,16,69115.0,Cleveland Browns
8261,2015,17,66693.0,Cleveland Browns
8262,2015,1,93579.0,Dallas Cowboys
8263,2015,2,69296.0,Dallas Cowboys
8264,2015,3,90345.0,Dallas Cowboys
8265,2015,4,73009.0,Dallas Cowboys
8266,2015,5,93054.0,Dallas Cowboys
8267,2015,6,67582.63539030563,Dallas Cowboys
8268,2015,7,80319.0,Dallas Cowboys
8269,2015,8,91486.0,Dallas Cowboys
8270,2015,9,91827.0,Dallas Cowboys
8271,2015,10,64113.0,Dallas Cowboys
8272,2015,11,65115.0,Dallas Cowboys
8273,2015,12,90909.0,Dallas Cowboys
8274,2015,13,80444.0,Dallas Cowboys
8275,2015,14,78369.0,Dallas Cowboys
8276,2015,15,90345.0,Dallas Cowboys
8277,2015,16,70172.0,Dallas Cowboys
8278,2015,17,90127.0,Dallas Cowboys
8279,2015,1,76798.0,Denver Broncos
8280,2015,2,76404.0,Denver Broncos
8281,2015,3,62920.0,Denver Broncos
8282,2015,4,77029.0,Denver Broncos
8283,2015,5,54500.0,Denver Broncos
8284,2015,6,67431.0,Denver Broncos
8285,2015,7,67582.63539030563,Denver Broncos
8286,2015,8,77075.0,Denver Broncos
8287,2015,9,66894.0,Denver Broncos
8288,2015,10,76973.0,Denver Broncos
8289,2015,11,62483.0,Denver Broncos
8290,2015,12,76970.0,Denver Broncos
8291,2015,13,68631.0,Denver Broncos
8292,2015,14,76824.0,Denver Broncos
8293,2015,15,67234.0,Denver Broncos
8294,2015,16,76868.0,Denver Broncos
8295,2015,17,76844.0,Denver Broncos
8296,2015,1,66093.0,Detroit Lions
8297,2015,2,52319.0,Detroit Lions
8298,2015,3,62920.0,Detroit Lions
8299,2015,4,69005.0,Detroit Lions
8300,2015,5,60816.0,Detroit Lions
8301,2015,6,57648.0,Detroit Lions
8302,2015,7,60231.0,Detroit Lions
8303,2015,8,83624.0,Detroit Lions
8304,2015,9,67582.63539030563,Detroit Lions
8305,2015,10,78526.0,Detroit Lions
8306,2015,11,60202.0,Detroit Lions
8307,2015,12,64445.0,Detroit Lions
8308,2015,13,63207.0,Detroit Lions
8309,2015,14,51202.0,Detroit Lions
8310,2015,15,73017.0,Detroit Lions
8311,2015,16,61313.0,Detroit Lions
8312,2015,17,61177.0,Detroit Lions
8313,2015,1,62442.0,Green Bay Packers
8314,2015,2,78433.0,Green Bay Packers
8315,2015,3,78214.0,Green Bay Packers
8316,2015,4,70799.0,Green Bay Packers
8317,2015,5,78432.0,Green Bay Packers
8318,2015,6,78434.0,Green Bay Packers
8319,2015,7,67582.63539030563,Green Bay Packers
8320,2015,8,77075.0,Green Bay Packers
8321,2015,9,74461.0,Green Bay Packers
8322,2015,10,78526.0,Green Bay Packers
8323,2015,11,52529.0,Green Bay Packers
8324,2015,12,78488.0,Green Bay Packers
8325,2015,13,63207.0,Green Bay Packers
8326,2015,14,78369.0,Green Bay Packers
8327,2015,15,55087.0,Green Bay Packers
8328,2015,16,64878.0,Green Bay Packers
8329,2015,17,78412.0,Green Bay Packers
8330,2015,1,71776.0,Houston Texans
8331,2015,2,73254.0,Houston Texans
8332,2015,3,71718.0,Houston Texans
8333,2015,4,69904.0,Houston Texans
8334,2015,5,71732.0,Houston Texans
8335,2015,6,58085.0,Houston Texans
8336,2015,7,65251.0,Houston Texans
8337,2015,8,71630.0,Houston Texans
8338,2015,9,67582.63539030563,Houston Texans
8339,2015,10,61381.0,Houston Texans
8340,2015,11,71718.0,Houston Texans
8341,2015,12,71778.0,Houston Texans
8342,2015,13,68544.0,Houston Texans
8343,2015,14,71908.0,Houston Texans
8344,2015,15,66083.0,Houston Texans
8345,2015,16,62153.0,Houston Texans
8346,2015,17,71899.0,Houston Texans
8347,2015,1,70319.0,Indianapolis Colts
8348,2015,2,65220.0,Indianapolis Colts
8349,2015,3,65920.0,Indianapolis Colts
8350,2015,4,65609.0,Indianapolis Colts
8351,2015,5,71732.0,Indianapolis Colts
8352,2015,6,66726.0,Indianapolis Colts
8353,2015,7,66420.0,Indianapolis Colts
8354,2015,8,74136.0,Indianapolis Colts
8355,2015,9,66894.0,Indianapolis Colts
8356,2015,10,67582.63539030563,Indianapolis Colts
8357,2015,11,70433.0,Indianapolis Colts
8358,2015,12,65696.0,Indianapolis Colts
8359,2015,13,58701.0,Indianapolis Colts
8360,2015,14,62372.0,Indianapolis Colts
8361,2015,15,66083.0,Indianapolis Colts
8362,2015,16,65482.0,Indianapolis Colts
8363,2015,17,65733.0,Indianapolis Colts
8364,2015,1,60733.0,Jacksonville Jaguars
8365,2015,2,65443.0,Jacksonville Jaguars
8366,2015,3,66829.0,Jacksonville Jaguars
8367,2015,4,65609.0,Jacksonville Jaguars
8368,2015,5,58490.0,Jacksonville Jaguars
8369,2015,6,58085.0,Jacksonville Jaguars
8370,2015,7,84021.0,Jacksonville Jaguars
8371,2015,8,67582.63539030563,Jacksonville Jaguars
8372,2015,9,78160.0,Jacksonville Jaguars
8373,2015,10,70837.0,Jacksonville Jaguars
8374,2015,11,60121.0,Jacksonville Jaguars
8375,2015,12,59477.0,Jacksonville Jaguars
8376,2015,13,57355.0,Jacksonville Jaguars
8377,2015,14,62372.0,Jacksonville Jaguars
8378,2015,15,64016.0,Jacksonville Jaguars
8379,2015,16,73064.0,Jacksonville Jaguars
8380,2015,17,71899.0,Jacksonville Jaguars
8381,2015,1,71776.0,Kansas City Chiefs
8382,2015,2,76404.0,Kansas City Chiefs
8383,2015,3,78214.0,Kansas City Chiefs
8384,2015,4,57498.0,Kansas City Chiefs
8385,2015,5,75799.0,Kansas City Chiefs
8386,2015,6,52480.0,Kansas City Chiefs
8387,2015,7,76365.0,Kansas City Chiefs
8388,2015,8,83624.0,Kansas City Chiefs
8389,2015,9,67582.63539030563,Kansas City Chiefs
8390,2015,10,76973.0,Kansas City Chiefs
8391,2015,11,65837.0,Kansas City Chiefs
8392,2015,12,72493.0,Kansas City Chiefs
8393,2015,13,55010.0,Kansas City Chiefs
8394,2015,14,72314.0,Kansas City Chiefs
8395,2015,15,70791.0,Kansas City Chiefs
8396,2015,16,69115.0,Kansas City Chiefs
8397,2015,17,76114.0,Kansas City Chiefs
8398,2015,1,76512.0,Miami Dolphins
8399,2015,2,65443.0,Miami Dolphins
8400,2015,3,64869.0,Miami Dolphins
8401,2015,4,83986.0,Miami Dolphins
8402,2015,5,67582.63539030563,Miami Dolphins
8403,2015,6,62342.0,Miami Dolphins
8404,2015,7,65251.0,Miami Dolphins
8405,2015,8,66829.0,Miami Dolphins
8406,2015,9,70214.0,Miami Dolphins
8407,2015,10,69596.0,Miami Dolphins
8408,2015,11,65115.0,Miami Dolphins
8409,2015,12,78160.0,Miami Dolphins
8410,2015,13,64519.0,Miami Dolphins
8411,2015,14,65408.0,Miami Dolphins
8412,2015,15,66676.0,Miami Dolphins
8413,2015,16,65482.0,Miami Dolphins
8414,2015,17,62918.0,Miami Dolphins
8415,2015,1,70499.0,Minnesota Vikings
8416,2015,2,52319.0,Minnesota Vikings
8417,2015,3,52400.0,Minnesota Vikings
8418,2015,4,77029.0,Minnesota Vikings
8419,2015,5,67582.63539030563,Minnesota Vikings
8420,2015,6,52480.0,Minnesota Vikings
8421,2015,7,60231.0,Minnesota Vikings
8422,2015,8,62311.0,Minnesota Vikings
8423,2015,9,52406.0,Minnesota Vikings
8424,2015,10,54700.0,Minnesota Vikings
8425,2015,11,52529.0,Minnesota Vikings
8426,2015,12,70610.0,Minnesota Vikings
8427,2015,13,52430.0,Minnesota Vikings
8428,2015,14,64784.0,Minnesota Vikings
8429,2015,15,52421.0,Minnesota Vikings
8430,2015,16,52455.0,Minnesota Vikings
8431,2015,17,78412.0,Minnesota Vikings
8432,2015,1,66829.0,New England Patriots
8433,2015,2,70858.0,New England Patriots
8434,2015,3,66829.0,New England Patriots
8435,2015,4,67582.63539030563,New England Patriots
8436,2015,5,93054.0,New England Patriots
8437,2015,6,66726.0,New England Patriots
8438,2015,7,66829.0,New England Patriots
8439,2015,8,66829.0,New England Patriots
8440,2015,9,66829.0,New England Patriots
8441,2015,10,81061.0,New England Patriots
8442,2015,11,66829.0,New England Patriots
8443,2015,12,76970.0,New England Patriots
8444,2015,13,66829.0,New England Patriots
8445,2015,14,71908.0,New England Patriots
8446,2015,15,66829.0,New England Patriots
8447,2015,16,78160.0,New England Patriots
8448,2015,17,62918.0,New England Patriots
8449,2015,1,62903.0,New Orleans Saints
8450,2015,2,73006.0,New Orleans Saints
8451,2015,3,73402.0,New Orleans Saints
8452,2015,4,73009.0,New Orleans Saints
8453,2015,5,69296.0,New Orleans Saints
8454,2015,6,73018.0,New Orleans Saints
8455,2015,7,66420.0,New Orleans Saints
8456,2015,8,73019.0,New Orleans Saints
8457,2015,9,73075.0,New Orleans Saints
8458,2015,10,75086.0,New Orleans Saints
8459,2015,11,67582.63539030563,New Orleans Saints
8460,2015,12,71778.0,New Orleans Saints
8461,2015,13,73097.0,New Orleans Saints
8462,2015,14,62138.0,New Orleans Saints
8463,2015,15,73017.0,New Orleans Saints
8464,2015,16,73064.0,New Orleans Saints
8465,2015,17,69699.0,New Orleans Saints
8466,2015,1,93579.0,New York Giants
8467,2015,2,77678.0,New York Giants
8468,2015,3,76081.0,New York Giants
8469,2015,4,70677.0,New York Giants
8470,2015,5,78515.0,New York Giants
8471,2015,6,69296.0,New York Giants
8472,2015,7,80319.0,New York Giants
8473,2015,8,73019.0,New York Giants
8474,2015,9,64351.0,New York Giants
8475,2015,10,81061.0,New York Giants
8476,2015,11,67582.63539030563,New York Giants
8477,2015,12,77367.0,New York Giants
8478,2015,13,80898.0,New York Giants
8479,2015,14,65408.0,New York Giants
8480,2015,15,79436.0,New York Giants
8481,2015,16,52455.0,New York Giants
8482,2015,17,78023.0,New York Giants
8483,2015,1,78160.0,New York Jets
8484,2015,2,65220.0,New York Jets
8485,2015,3,78160.0,New York Jets
8486,2015,4,83986.0,New York Jets
8487,2015,5,67582.63539030563,New York Jets
8488,2015,6,78160.0,New York Jets
8489,2015,7,66829.0,New York Jets
8490,2015,8,54700.0,New York Jets
8491,2015,9,78160.0,New York Jets
8492,2015,10,78160.0,New York Jets
8493,2015,11,71718.0,New York Jets
8494,2015,12,78160.0,New York Jets
8495,2015,13,80898.0,New York Jets
8496,2015,14,78160.0,New York Jets
8497,2015,15,90345.0,New York Jets
8498,2015,16,78160.0,New York Jets
8499,2015,17,68670.0,New York Jets
8500,2015,1,54500.0,Oakland Raiders
8501,2015,2,53500.0,Oakland Raiders
8502,2015,3,67431.0,Oakland Raiders
8503,2015,4,62409.0,Oakland Raiders
8504,2015,5,54500.0,Oakland Raiders
8505,2015,6,67582.63539030563,Oakland Raiders
8506,2015,7,67542.0,Oakland Raiders
8507,2015,8,54700.0,Oakland Raiders
8508,2015,9,65520.0,Oakland Raiders
8509,2015,10,54700.0,Oakland Raiders
8510,2015,11,60202.0,Oakland Raiders
8511,2015,12,58075.0,Oakland Raiders
8512,2015,13,55010.0,Oakland Raiders
8513,2015,14,76824.0,Oakland Raiders
8514,2015,15,55087.0,Oakland Raiders
8515,2015,16,54400.0,Oakland Raiders
8516,2015,17,76114.0,Oakland Raiders
8517,2015,1,70516.0,Philadelphia Eagles
8518,2015,2,69296.0,Philadelphia Eagles
8519,2015,3,78160.0,Philadelphia Eagles
8520,2015,4,74767.0,Philadelphia Eagles
8521,2015,5,69296.0,Philadelphia Eagles
8522,2015,6,69296.0,Philadelphia Eagles
8523,2015,7,74194.0,Philadelphia Eagles
8524,2015,8,67582.63539030563,Philadelphia Eagles
8525,2015,9,91827.0,Philadelphia Eagles
8526,2015,10,69596.0,Philadelphia Eagles
8527,2015,11,69596.0,Philadelphia Eagles
8528,2015,12,64445.0,Philadelphia Eagles
8529,2015,13,66829.0,Philadelphia Eagles
8530,2015,14,69596.0,Philadelphia Eagles
8531,2015,15,69596.0,Philadelphia Eagles
8532,2015,16,69596.0,Philadelphia Eagles
8533,2015,17,78023.0,Philadelphia Eagles
8534,2015,1,66829.0,Pittsburgh Steelers
8535,2015,2,66472.0,Pittsburgh Steelers
8536,2015,3,52433.0,Pittsburgh Steelers
8537,2015,4,63929.0,Pittsburgh Steelers
8538,2015,5,67658.0,Pittsburgh Steelers
8539,2015,6,63846.0,Pittsburgh Steelers
8540,2015,7,76365.0,Pittsburgh Steelers
8541,2015,8,64750.0,Pittsburgh Steelers
8542,2015,9,65520.0,Pittsburgh Steelers
8543,2015,10,64402.0,Pittsburgh Steelers
8544,2015,11,67582.63539030563,Pittsburgh Steelers
8545,2015,12,69055.0,Pittsburgh Steelers
8546,2015,13,58701.0,Pittsburgh Steelers
8547,2015,14,65564.0,Pittsburgh Steelers
8548,2015,15,67234.0,Pittsburgh Steelers
8549,2015,16,71261.0,Pittsburgh Steelers
8550,2015,17,66693.0,Pittsburgh Steelers
8551,2015,1,66093.0,San Diego Chargers
8552,2015,2,57579.0,San Diego Chargers
8553,2015,3,52400.0,San Diego Chargers
8554,2015,4,63710.0,San Diego Chargers
8555,2015,5,67658.0,San Diego Chargers
8556,2015,6,78434.0,San Diego Chargers
8557,2015,7,67542.0,San Diego Chargers
8558,2015,8,70829.0,San Diego Chargers
8559,2015,9,68033.0,San Diego Chargers
8560,2015,10,67582.63539030563,San Diego Chargers
8561,2015,11,65837.0,San Diego Chargers
8562,2015,12,59477.0,San Diego Chargers
8563,2015,13,68631.0,San Diego Chargers
8564,2015,14,72314.0,San Diego Chargers
8565,2015,15,66676.0,San Diego Chargers
8566,2015,16,54400.0,San Diego Chargers
8567,2015,17,76844.0,San Diego Chargers
8568,2015,1,70499.0,San Francisco 49ers
8569,2015,2,66472.0,San Francisco 49ers
8570,2015,3,63663.0,San Francisco 49ers
8571,2015,4,70799.0,San Francisco 49ers
8572,2015,5,78515.0,San Francisco 49ers
8573,2015,6,70799.0,San Francisco 49ers
8574,2015,7,70799.0,San Francisco 49ers
8575,2015,8,51207.0,San Francisco 49ers
8576,2015,9,70799.0,San Francisco 49ers
8577,2015,10,67582.63539030563,San Francisco 49ers
8578,2015,11,68993.0,San Francisco 49ers
8579,2015,12,70799.0,San Francisco 49ers
8580,2015,13,62088.0,San Francisco 49ers
8581,2015,14,63916.0,San Francisco 49ers
8582,2015,15,70799.0,San Francisco 49ers
8583,2015,16,61313.0,San Francisco 49ers
8584,2015,17,70799.0,San Francisco 49ers
8585,2015,1,51792.0,Seattle Seahawks
8586,2015,2,78433.0,Seattle Seahawks
8587,2015,3,69002.0,Seattle Seahawks
8588,2015,4,69005.0,Seattle Seahawks
8589,2015,5,65004.0,Seattle Seahawks
8590,2015,6,69020.0,Seattle Seahawks
8591,2015,7,70799.0,Seattle Seahawks
8592,2015,8,91486.0,Seattle Seahawks
8593,2015,9,67582.63539030563,Seattle Seahawks
8594,2015,10,69005.0,Seattle Seahawks
8595,2015,11,68993.0,Seattle Seahawks
8596,2015,12,69055.0,Seattle Seahawks
8597,2015,13,52430.0,Seattle Seahawks
8598,2015,14,71179.0,Seattle Seahawks
8599,2015,15,69002.0,Seattle Seahawks
8600,2015,16,69080.0,Seattle Seahawks
8601,2015,17,64646.0,Seattle Seahawks
8602,2015,1,51792.0,St. Louis Rams
8603,2015,2,72460.0,St. Louis Rams
8604,2015,3,52433.0,St. Louis Rams
8605,2015,4,63146.0,St. Louis Rams
8606,2015,5,78432.0,St. Louis Rams
8607,2015,6,67582.63539030563,St. Louis Rams
8608,2015,7,51523.0,St. Louis Rams
8609,2015,8,51207.0,St. Louis Rams
8610,2015,9,52406.0,St. Louis Rams
8611,2015,10,58653.0,St. Louis Rams
8612,2015,11,71105.0,St. Louis Rams
8613,2015,12,61022.0,St. Louis Rams
8614,2015,13,51115.0,St. Louis Rams
8615,2015,14,51202.0,St. Louis Rams
8616,2015,15,51295.0,St. Louis Rams
8617,2015,16,69080.0,St. Louis Rams
8618,2015,17,70799.0,St. Louis Rams
8619,2015,1,63945.0,Tampa Bay Buccaneers
8620,2015,2,73006.0,Tampa Bay Buccaneers
8621,2015,3,71718.0,Tampa Bay Buccaneers
8622,2015,4,57468.0,Tampa Bay Buccaneers
8623,2015,5,58490.0,Tampa Bay Buccaneers
8624,2015,6,67582.63539030563,Tampa Bay Buccaneers
8625,2015,7,72912.0,Tampa Bay Buccaneers
8626,2015,8,70524.0,Tampa Bay Buccaneers
8627,2015,9,64351.0,Tampa Bay Buccaneers
8628,2015,10,64113.0,Tampa Bay Buccaneers
8629,2015,11,69596.0,Tampa Bay Buccaneers
8630,2015,12,65696.0,Tampa Bay Buccaneers
8631,2015,13,58221.0,Tampa Bay Buccaneers
8632,2015,14,62138.0,Tampa Bay Buccaneers
8633,2015,15,51295.0,Tampa Bay Buccaneers
8634,2015,16,63734.0,Tampa Bay Buccaneers
8635,2015,17,74169.0,Tampa Bay Buccaneers
8636,2015,1,63945.0,Tennessee Titans
8637,2015,2,67431.0,Tennessee Titans
8638,2015,3,65920.0,Tennessee Titans
8639,2015,4,67582.63539030563,Tennessee Titans
8640,2015,5,65670.0,Tennessee Titans
8641,2015,6,62342.0,Tennessee Titans
8642,2015,7,63329.0,Tennessee Titans
8643,2015,8,71630.0,Tennessee Titans
8644,2015,9,73075.0,Tennessee Titans
8645,2015,10,63591.0,Tennessee Titans
8646,2015,11,60121.0,Tennessee Titans
8647,2015,12,58075.0,Tennessee Titans
8648,2015,13,57355.0,Tennessee Titans
8649,2015,14,78160.0,Tennessee Titans
8650,2015,15,66829.0,Tennessee Titans
8651,2015,16,62153.0,Tennessee Titans
8652,2015,17,65733.0,Tennessee Titans
8653,2015,1,76512.0,Washington Redskins
8654,2015,2,72460.0,Washington Redskins
8655,2015,3,76081.0,Washington Redskins
8656,2015,4,74767.0,Washington Redskins
8657,2015,5,70178.0,Washington Redskins
8658,2015,6,78160.0,Washington Redskins
8659,2015,7,72912.0,Washington Redskins
8660,2015,8,67582.63539030563,Washington Redskins
8661,2015,9,66829.0,Washington Redskins
8662,2015,10,75086.0,Washington Redskins
8663,2015,11,74418.0,Washington Redskins
8664,2015,12,77367.0,Washington Redskins
8665,2015,13,80444.0,Washington Redskins
8666,2015,14,61026.0,Washington Redskins
8667,2015,15,80124.0,Washington Redskins
8668,2015,16,69596.0,Washington Redskins
8669,2015,17,90127.0,Washington Redskins
8670,2016,1,64864.0,Arizona Cardinals
8671,2016,2,64230.0,Arizona Cardinals
8672,2016,3,68647.0,Arizona Cardinals
8673,2016,4,64622.0,Arizona Cardinals
8674,2016,5,70178.0,Arizona Cardinals
8675,2016,6,64709.0,Arizona Cardinals
8676,2016,7,65089.0,Arizona Cardinals
8677,2016,8,74088.0,Arizona Cardinals
8678,2016,9,67582.63539030563,Arizona Cardinals
8679,2016,10,65127.0,Arizona Cardinals
8680,2016,11,66808.0,Arizona Cardinals
8681,2016,12,69233.0,Arizona Cardinals
8682,2016,13,64939.0,Arizona Cardinals
8683,2016,14,65750.0,Arizona Cardinals
8684,2016,15,65072.0,Arizona Cardinals
8685,2016,16,69050.0,Arizona Cardinals
8686,2016,17,80729.0,Arizona Cardinals
8687,2016,1,69382.0,Atlanta Falcons
8688,2016,2,54081.0,Atlanta Falcons
8689,2016,3,73003.0,Atlanta Falcons
8690,2016,4,70508.0,Atlanta Falcons
8691,2016,5,76802.0,Atlanta Falcons
8692,2016,6,69071.0,Atlanta Falcons
8693,2016,7,69832.0,Atlanta Falcons
8694,2016,8,70165.0,Atlanta Falcons
8695,2016,9,57797.0,Atlanta Falcons
8696,2016,10,69596.0,Atlanta Falcons
8697,2016,11,67582.63539030563,Atlanta Falcons
8698,2016,12,69233.0,Atlanta Falcons
8699,2016,13,69879.0,Atlanta Falcons
8700,2016,14,82495.0,Atlanta Falcons
8701,2016,15,70164.0,Atlanta Falcons
8702,2016,16,73549.0,Atlanta Falcons
8703,2016,17,70835.0,Atlanta Falcons
8704,2016,1,71104.0,Baltimore Ravens
8705,2016,2,67431.0,Baltimore Ravens
8706,2016,3,60127.0,Baltimore Ravens
8707,2016,4,71152.0,Baltimore Ravens
8708,2016,5,71318.0,Baltimore Ravens
8709,2016,6,78487.0,Baltimore Ravens
8710,2016,7,78160.0,Baltimore Ravens
8711,2016,8,67582.63539030563,Baltimore Ravens
8712,2016,9,71286.0,Baltimore Ravens
8713,2016,10,70921.0,Baltimore Ravens
8714,2016,11,93056.0,Baltimore Ravens
8715,2016,12,70903.0,Baltimore Ravens
8716,2016,13,70916.0,Baltimore Ravens
8717,2016,14,66829.0,Baltimore Ravens
8718,2016,15,71223.0,Baltimore Ravens
8719,2016,16,66276.0,Baltimore Ravens
8720,2016,17,54944.0,Baltimore Ravens
8721,2016,1,71104.0,Buffalo Bills
8722,2016,2,70256.0,Buffalo Bills
8723,2016,3,68647.0,Buffalo Bills
8724,2016,4,66829.0,Buffalo Bills
8725,2016,5,83679.0,Buffalo Bills
8726,2016,6,70003.0,Buffalo Bills
8727,2016,7,65658.0,Buffalo Bills
8728,2016,8,70442.0,Buffalo Bills
8729,2016,9,69084.0,Buffalo Bills
8730,2016,10,67582.63539030563,Buffalo Bills
8731,2016,11,61356.0,Buffalo Bills
8732,2016,12,67849.0,Buffalo Bills
8733,2016,13,54759.0,Buffalo Bills
8734,2016,14,69657.0,Buffalo Bills
8735,2016,15,66529.0,Buffalo Bills
8736,2016,16,64690.0,Buffalo Bills
8737,2016,17,78160.0,Buffalo Bills
8738,2016,1,76843.0,Carolina Panthers
8739,2016,2,74143.0,Carolina Panthers
8740,2016,3,73813.0,Carolina Panthers
8741,2016,4,70508.0,Carolina Panthers
8742,2016,5,73425.0,Carolina Panthers
8743,2016,6,73138.0,Carolina Panthers
8744,2016,7,67582.63539030563,Carolina Panthers
8745,2016,8,74088.0,Carolina Panthers
8746,2016,9,86109.0,Carolina Panthers
8747,2016,10,74181.0,Carolina Panthers
8748,2016,11,73288.0,Carolina Panthers
8749,2016,12,54909.0,Carolina Panthers
8750,2016,13,69104.0,Carolina Panthers
8751,2016,14,73856.0,Carolina Panthers
8752,2016,15,76689.0,Carolina Panthers
8753,2016,16,73549.0,Carolina Panthers
8754,2016,17,62037.0,Carolina Panthers
8755,2016,1,71933.0,Chicago Bears
8756,2016,2,62268.0,Chicago Bears
8757,2016,3,90554.0,Chicago Bears
8758,2016,4,60841.0,Chicago Bears
8759,2016,5,66622.0,Chicago Bears
8760,2016,6,61054.0,Chicago Bears
8761,2016,7,78217.0,Chicago Bears
8762,2016,8,60422.0,Chicago Bears
8763,2016,9,67582.63539030563,Chicago Bears
8764,2016,10,62898.0,Chicago Bears
8765,2016,11,78898.0,Chicago Bears
8766,2016,12,59494.0,Chicago Bears
8767,2016,13,59782.0,Chicago Bears
8768,2016,14,61726.0,Chicago Bears
8769,2016,15,61137.0,Chicago Bears
8770,2016,16,57953.0,Chicago Bears
8771,2016,17,66808.0,Chicago Bears
8772,2016,1,78160.0,Cincinnati Bengals
8773,2016,2,65072.0,Cincinnati Bengals
8774,2016,3,63850.0,Cincinnati Bengals
8775,2016,4,60834.0,Cincinnati Bengals
8776,2016,5,91653.0,Cincinnati Bengals
8777,2016,6,66829.0,Cincinnati Bengals
8778,2016,7,65047.0,Cincinnati Bengals
8779,2016,8,84488.0,Cincinnati Bengals
8780,2016,9,67582.63539030563,Cincinnati Bengals
8781,2016,10,76218.0,Cincinnati Bengals
8782,2016,11,61356.0,Cincinnati Bengals
8783,2016,12,70903.0,Cincinnati Bengals
8784,2016,13,55456.0,Cincinnati Bengals
8785,2016,14,60028.0,Cincinnati Bengals
8786,2016,15,62096.0,Cincinnati Bengals
8787,2016,16,71836.0,Cincinnati Bengals
8788,2016,17,54944.0,Cincinnati Bengals
8789,2016,1,69596.0,Cleveland Browns
8790,2016,2,67431.0,Cleveland Browns
8791,2016,3,65176.0,Cleveland Browns
8792,2016,4,76249.0,Cleveland Browns
8793,2016,5,67431.0,Cleveland Browns
8794,2016,6,60897.0,Cleveland Browns
8795,2016,7,65047.0,Cleveland Browns
8796,2016,8,67431.0,Cleveland Browns
8797,2016,9,67431.0,Cleveland Browns
8798,2016,10,70921.0,Cleveland Browns
8799,2016,11,67431.0,Cleveland Browns
8800,2016,12,60034.0,Cleveland Browns
8801,2016,13,67582.63539030563,Cleveland Browns
8802,2016,14,60028.0,Cleveland Browns
8803,2016,15,66529.0,Cleveland Browns
8804,2016,16,57272.0,Cleveland Browns
8805,2016,17,55921.0,Cleveland Browns
8806,2016,1,92867.0,Dallas Cowboys
8807,2016,2,80612.0,Dallas Cowboys
8808,2016,3,90554.0,Dallas Cowboys
8809,2016,4,70178.0,Dallas Cowboys
8810,2016,5,91653.0,Dallas Cowboys
8811,2016,6,78481.0,Dallas Cowboys
8812,2016,7,67582.63539030563,Dallas Cowboys
8813,2016,8,93103.0,Dallas Cowboys
8814,2016,9,67431.0,Dallas Cowboys
8815,2016,10,67737.0,Dallas Cowboys
8816,2016,11,93056.0,Dallas Cowboys
8817,2016,12,93099.0,Dallas Cowboys
8818,2016,13,66860.0,Dallas Cowboys
